,,degree,eigenvector,pagerank
105,162,205.16412517016312,4.487671806417661e-05,5.141214382226158e-05
76,101,374.475426113291,0.002456773108469207,8.085518103482885e-05
79,107,685.9353381441408,0.0010162607123637088,0.00012433670079506524
95,152,335.63255289956004,0.0008997106144055651,5.5016431905174484e-05
90,158,408.7372289994656,0.00023508700196309658,6.63279725339682e-05
127,125,196.57175635771358,0.0003032698109393099,5.656294176470447e-05
129,131,81.49632774073467,4.4017558479061766e-06,3.315303278697407e-05
58,129,230.24339278857306,0.0048813383691718205,4.6711470720342446e-05
60,129,319.6329198569106,0.005607775434122568,5.474087678058065e-05
55,175,121.04269460313962,0.0006898527026608548,3.2392830358806736e-05
59,175,98.04030819426701,8.461918637425661e-05,3.310365220919246e-05
76,132,1018.1955393626444,0.016119585886147012,0.0001333885856392586
82,150,782.5995367550485,0.006046348456352471,0.00010224140471927883
7,175,263.9773287440207,0.0003114673583667689,0.00011678259892245962
19,178,68.64023866230589,2.103518006021726e-06,3.150443782952186e-05
89,146,624.8567944066565,0.0018381517276762113,8.995095464130117e-05
96,158,108.20945981918501,0.00021997616419272626,3.2019103282222496e-05
128,87,189.99494124804605,7.817722836657903e-05,4.517770183010819e-05
132,95,502.2352586706169,0.00012809054944775935,0.0001172001247104119
101,77,276.7441491130858,0.00011847756209449874,8.286135595346614e-05
99,81,211.99044563207732,5.287029379201415e-05,5.8637984655583016e-05
126,128,96.36027441484283,2.6514743760912268e-05,3.575088077728759e-05
133,132,237.0852338248419,3.141385886765943e-05,0.0001057608598089711
78,98,54.76244782458384,1.0649403727131129e-05,1.867201884864275e-05
77,101,161.91469349657345,6.567896047217875e-05,3.836623271241088e-05
52,180,305.32092548492085,0.0007425211803282872,7.050615166866837e-05
50,182,656.245636730118,0.003530371205515093,0.00014056028523160772
81,143,193.07265017752925,0.0014941271390961708,2.6987095431946312e-05
83,144,387.07953690728823,0.0022257971609146634,5.032712974180486e-05
189,40,55.63420692892702,1.8537275599753106e-06,3.072845752801903e-05
167,57,463.24122295774663,1.612061711810858e-05,0.0001714775686179435
67,118,769.1871464891119,0.0007143610081252046,0.00013560126783688145
49,122,216.49265632965628,0.0001849299541106061,6.20855141107624e-05
109,120,285.40086819358834,0.00014970535121618274,5.291596013511656e-05
105,121,418.04261509449736,0.000601168807282103,6.984817874162038e-05
17,111,79.63561316967211,1.4180121332238315e-06,3.78816044045734e-05
16,119,182.7036022147519,3.4251110520641385e-06,8.529415790256068e-05
101,121,249.98331005251387,0.00032432627211803107,3.786983769074583e-05
88,135,2629.699009233035,0.06671575838688831,0.0002698052534829436
92,100,149.77299204304265,0.00033845882147847864,3.40485683855981e-05
84,122,496.1115956943311,0.0070344477848079175,6.036495755827251e-05
34,118,86.25972295420178,0.00043773585191871875,2.991836294979606e-05
71,132,1258.940379473919,0.02980462184585534,0.0001528475291135406
87,77,254.9085526119292,2.9956510139592755e-05,6.734567130370383e-05
89,78,200.28384854424323,2.9715817722545675e-05,5.746141946404669e-05
144,170,94.60396689614565,6.29465022650531e-06,5.997906841669009e-05
158,172,16.345920903702137,9.315226624454232e-07,2.149814014891261e-05
42,168,145.44982396650923,8.74513654154894e-06,4.792325860650867e-05
47,176,248.2147528082986,5.2756397346001806e-05,6.11423232397131e-05
107,143,244.42723235877935,0.0003734889729365355,4.6426325323112144e-05
114,149,218.54322134266584,0.00021095177715255544,6.057694451031394e-05
25,88,501.0646325042158,0.0008546784623369945,0.00012500123642227313
24,90,291.04154461676507,1.9993645999320704e-05,7.332954179811661e-05
53,185,844.4022811465243,0.002038753285811264,0.00019351256514486657
65,190,46.630296512402964,2.6218454154326666e-05,2.0033001794018316e-05
126,108,343.5745405314466,0.00013234023785362823,8.058711653929532e-05
107,134,616.8968580891822,0.0020134406154558816,0.0001147054050405162
69,54,25.666821924590625,2.0764144001025326e-07,3.0497461390641367e-05
81,81,20.42418123747134,2.85340364114554e-05,1.4215412800536255e-05
133,164,100.99503274984845,2.890873364115787e-06,5.3902593567422095e-05
130,166,89.66221955055299,7.30548670622856e-06,5.039507539810489e-05
87,123,515.833743922433,0.01176150193918969,6.004786265205213e-05
94,125,360.9598838802374,0.0011020341510621777,4.6622420783434946e-05
15,165,49.601593041612375,1.6458868216335393e-06,2.7501526410627196e-05
16,166,58.63760671727903,1.0799867073759005e-06,3.1704268282803484e-05
82,117,253.8677417552352,0.0012257004688798667,3.8923481583294124e-05
78,132,1435.5068716824771,0.04020247267909786,0.00016750462716530346
53,179,221.19140502118674,0.00016242514495565263,5.0662814004182293e-05
47,187,221.7991133579035,0.0002528718283285526,6.0789569708314016e-05
100,154,401.77190775531164,0.0005210669792661086,8.718259161034126e-05
76,160,425.3200330050653,0.0006723352467057349,7.141715063193815e-05
91,176,303.16726405444086,0.0004908311796161348,7.93777691036502e-05
104,190,268.7988373376601,8.755393428226677e-06,0.00011154298552193328
171,50,262.061078649532,5.78651671231813e-06,9.040671370345947e-05
168,55,63.43969483098263,9.9994744919489e-07,2.6381861862669835e-05
102,118,95.8244582285156,7.45662364803237e-05,2.0302189073156664e-05
105,120,205.95018424839282,0.00011857722482823485,3.962792904928066e-05
31,113,76.64213094044977,2.22882487262084e-05,2.750009080770495e-05
88,118,879.9867269144228,0.005788551869631078,0.00010696583522780241
100,127,300.6178557817864,0.0013071403520574139,4.2746054292171406e-05
70,145,295.4741662259881,0.0013151878729209413,4.6619874445177206e-05
91,109,593.2706740218983,0.005405411806695346,8.793295834949211e-05
90,116,1165.7612032685615,0.019007582461983665,0.000145982705195851
57,171,396.83907878546705,0.012577224943659293,6.438039884659182e-05
46,174,254.66311279948837,8.574690165367305e-05,6.521671950954809e-05
38,184,281.75784467693967,6.742216745873029e-05,8.227194279610917e-05
30,187,207.2994302631368,4.544155317639553e-06,8.069446779304548e-05
18,86,211.519237576192,9.657834317324318e-06,6.499919191463775e-05
24,89,507.44729755011525,0.00010905380605544086,0.0001275506493151917
186,53,204.84886610959543,5.013221743145376e-06,7.62103828432585e-05
187,53,160.18164961020597,4.153460108621498e-06,5.801527846818902e-05
92,145,347.8621178972987,0.001657555335352703,4.8421775910110884e-05
98,157,389.6393890041932,0.0003645786396576175,7.939214814723463e-05
46,107,811.15781152866,0.00027506015335413027,0.000244931515449915
83,110,789.0506705073383,0.0013474387117105924,0.00014092098910870144
68,146,778.1597015146627,0.03267753395673772,9.805978851931648e-05
62,160,342.5582262033596,0.001402317177439779,5.9871274703730415e-05
178,33,28.299285672311125,1.5837158840476134e-08,2.9034489006243888e-05
175,36,154.89268262910247,8.550561866644633e-07,8.434504654566296e-05
116,89,188.66855838180786,7.112051588622099e-05,4.195799406888408e-05
117,91,486.8531723657919,0.000729508215561457,9.824625763724694e-05
98,137,232.68576989031513,0.0009759421449955174,3.2859927154300815e-05
104,140,261.799865896981,0.0003766760853934288,4.445284047074359e-05
137,111,194.04818019485003,5.689498066397246e-06,7.380449746759685e-05
133,118,540.620163769133,5.318171463955116e-05,0.00016423020129463994
64,162,648.3881233102945,0.0020062306134287994,0.00010805578086020992
65,129,254.32965551041164,0.0040555718847325355,3.88822361324021e-05
65,134,315.12160038726967,0.0028290699157929376,4.703457643304739e-05
76,158,302.3287581769466,0.0004375782446848917,4.790436941653132e-05
63,162,374.88562816114126,0.001067650103761608,6.718146109906912e-05
141,70,54.654188425808684,9.028969014950504e-06,2.0298495801464843e-05
113,71,427.8455473676291,1.547049548735855e-05,0.00015149239408850972
66,135,229.85199373374172,0.0015025769595770908,3.6139606551944604e-05
62,136,82.61291594720065,0.00017290553980528248,1.902899577488824e-05
13,122,60.5659776910619,1.9406783866231012e-06,3.531429538880531e-05
14,128,377.41984727876144,1.0356211579535163e-05,0.000224320194961471
182,66,436.04459708465816,6.9914657577721706e-06,0.00017675451329216376
180,67,180.86994273341608,2.7275942560707826e-06,7.10438766108354e-05
92,103,206.58323389577004,0.001059362100457914,3.836756192738682e-05
86,105,235.79996742102998,0.00018365241703246078,4.721387470526701e-05
56,178,388.6109013696058,0.005055003477914901,8.185029750241856e-05
67,191,83.90810901869341,1.0080973026322596e-05,3.412977912638276e-05
20,160,48.58985365444852,1.9865520418555932e-06,2.9986166806459925e-05
22,174,307.8002253539083,9.564445571276393e-05,0.00010047565907444327
68,87,86.36303142343068,3.09023487970531e-05,2.9956146033904186e-05
126,116,1342.133160144132,0.00038535466526518346,0.00026112227127577395
122,130,139.6784151924138,2.923386704101133e-05,4.549010313923079e-05
20,150,39.310976177639766,7.490778837995071e-08,3.9289354450527e-05
28,152,169.62508779530373,3.5196645438664984e-06,0.00010799173069179616
121,98,217.3424097090028,3.6052453081753586e-05,4.424945016247914e-05
126,103,330.74228032057187,3.632157422229758e-05,7.89215186615571e-05
100,109,796.6498984947211,0.001505618487735919,0.00014089692277214312
133,110,378.12558663355264,8.09339572540679e-05,9.052912149619036e-05
119,109,164.55558124411374,3.158951783738547e-05,3.5480744987410445e-05
116,112,291.11313034853185,2.577931381253843e-05,6.046763427230832e-05
101,158,180.907294113769,5.1076313940355005e-05,4.204102683334928e-05
80,161,200.901879330513,6.765310376508837e-05,3.562475668048649e-05
43,173,228.82627205770214,2.751362926143833e-05,6.447347902374502e-05
49,191,337.41086219635264,0.00021903002119690035,0.00010317414403057238
118,135,34.920981893074725,2.3084538416254324e-06,1.8649373659255735e-05
119,140,286.87273840270495,0.00024532867054770954,7.70905275101095e-05
118,84,462.8567925610578,0.0006476434706650061,0.00010274957067519663
117,98,666.1452078101936,0.003478075486007246,0.00011574605941814098
52,160,166.75982840823463,0.0008847872124926725,3.883159680997554e-05
45,165,71.18395851521636,6.877552687976305e-06,2.5234049325648427e-05
83,132,1184.2620531254113,0.022941769796606545,0.00013207638093883417
48,180,371.9248403045949,0.00019630103577808906,8.733481553062129e-05
98,75,222.70140686529388,8.550279224296703e-05,6.678515419531498e-05
105,78,196.01913023013574,1.6439696410140695e-05,5.7528290256533424e-05
116,88,195.82348790411353,5.700982952239419e-05,4.563272500892476e-05
113,89,63.0618102414765,1.022849328357285e-05,1.9617826476085515e-05
67,182,251.16479715678514,9.43063735655793e-05,6.342254773174245e-05
73,184,169.27184956640158,1.2029894746430095e-05,5.229480113256906e-05
125,170,71.96226845256318,6.11392119613395e-05,3.429386600839837e-05
138,174,367.72860500653456,0.00012123663963627746,0.0001959393761021224
82,115,600.0085114514181,0.0047653883733894615,9.225371766286764e-05
83,120,549.2247342866807,0.00257662875340743,7.56031723747813e-05
116,119,513.9046791613646,0.00038391315530566535,0.0001020992640667174
100,130,555.347659316491,0.004376891505418699,7.742469711630321e-05
178,50,306.625448158378,5.805308724336466e-05,9.998887330773345e-05
173,60,255.22679736164784,2.843561344265819e-05,7.991099510786018e-05
115,106,609.1855611215439,0.00038557819019384616,0.00010942642141208819
128,144,49.15356975194478,1.0199887386989909e-05,3.090017942183728e-05
129,96,334.9241006450342,4.105182122694815e-05,7.521894626493429e-05
124,101,176.9858249971185,2.0141149197072363e-05,3.987323035588228e-05
15,166,179.79052729904828,1.2195816033897383e-05,8.692315945115021e-05
25,167,288.72501478361926,5.012021169459199e-05,0.00011008658137549641
167,53,237.47808984829834,5.2571778267850615e-06,9.260977574224634e-05
42,166,252.23835623997635,0.00023239454791404202,7.375217851756231e-05
40,168,275.3553362066022,0.00020793010631411848,9.021152030967059e-05
104,132,227.02349875121868,0.0009223524197332621,3.762517183352466e-05
91,133,219.95360394520122,0.002332186803376555,2.8791121027555507e-05
65,179,667.6826564789353,0.0001987042501507782,0.00016110622682495481
72,180,268.50464515953377,3.2428053378198266e-05,7.314588552123504e-05
129,88,147.9850073907495,7.3825499783328e-05,3.5584502511104156e-05
123,91,43.29179495915167,0.0007343393809799585,1.4089303957608317e-05
115,59,110.10048589595432,3.4059466739335185e-06,5.9150090270440274e-05
113,76,312.9660967057576,4.0700863039120055e-05,9.008083057041493e-05
92,82,218.51328095118996,1.881345511910956e-05,5.745082395264589e-05
107,89,455.48892899979376,6.335461253649131e-05,0.00010059800456133657
93,163,244.49069736458094,2.5498070445770144e-05,5.1727357646338415e-05
99,126,381.7104024742257,0.00241711774170248,5.213829138431724e-05
82,133,2746.430784706993,0.07123023918788443,0.00028841641137519996
112,142,379.14210200758566,0.00012531966779094728,8.087012370933667e-05
113,144,427.1869119235916,0.0003666349590829677,0.00010184376601916823
110,133,253.3332433186703,0.000678740706679628,4.597433169249064e-05
86,127,254.97448876966456,0.0017928722888716554,3.1000379625191635e-05
87,127,619.8500041405865,0.010123850566946273,6.84051718354553e-05
30,1,19.371630891611247,4.872964409653255e-09,2.077042641972403e-05
24,5,57.81111292776926,7.756768330510252e-08,4.8093149058140744e-05
157,35,132.56152926645237,8.43475649435122e-07,9.200328714160935e-05
154,41,104.65708103094782,5.1461380235885397e-08,6.598675151661242e-05
118,56,18.039186596934144,2.8459760913042636e-08,1.794415171137632e-05
118,57,14.42721510705691,9.348453214387143e-09,1.793338021306394e-05
86,162,243.5251193300583,5.571845592137977e-05,4.427562789229494e-05
88,162,381.7095171546671,0.0004017703233478427,6.753512464984146e-05
134,73,182.92186750721712,0.00010040580576115483,6.126439479544045e-05
133,77,126.67416668347303,0.0006056914139891551,3.7237673834887705e-05
7,172,95.70321500366207,5.910224169962917e-06,4.666438860463803e-05
17,174,362.4219729555334,2.6325351657574106e-05,0.00013468424882187875
109,74,435.8774548713603,2.4852908741106343e-05,0.00013459584879722976
118,97,286.8471576482418,0.00038175962587349346,5.415061979886255e-05
17,74,94.22551376683582,1.2429820887203812e-06,3.360389704290742e-05
24,74,451.5109822497746,0.00013068393160662204,0.00012334155767790313
84,79,146.28955486020075,1.8491350248379446e-05,4.241714212073901e-05
85,83,184.54171929792304,0.00010318875764983,5.291947381244583e-05
13,68,265.51829044898926,2.1453004897878376e-06,9.215431173655124e-05
19,68,393.38727943513834,0.0001994237010434114,0.0001137698241833748
113,126,170.37581264406188,0.00021963292946971242,3.674861297256134e-05
111,133,142.17744056455112,0.00010473921858885271,3.385527398490076e-05
78,130,517.6392282899901,0.01211690513761067,6.334908180953147e-05
75,136,655.4489004875353,0.005535594625046572,7.875288638446422e-05
88,123,775.0006010357904,0.00558815707093209,8.507718091345673e-05
94,126,291.60067835083987,0.0009697396015523696,3.808066713259433e-05
122,103,149.8506743128157,2.7481427953112157e-05,3.656098156937501e-05
110,104,324.09472389239045,0.000239942439261453,5.979541859293904e-05
20,184,64.5160369718459,1.5573815053257473e-06,3.300511669795212e-05
21,184,133.92502355477868,3.3152222457154952e-06,5.771403417895127e-05
2,41,455.7780869814719,5.291502723987156e-06,0.0001566982183857187
2,42,250.83000043534165,2.1160431057077593e-06,8.566653160837747e-05
21,90,534.084732567074,3.062477445432589e-05,0.00013905115616686997
21,92,248.91155802622004,0.00021020357176720528,6.325703924933941e-05
141,174,205.30104474650776,0.00010111019309998267,0.00011207657974635679
182,191,366.3964190447618,4.0577006992394424e-05,0.00033392708295178414
85,102,343.8772873432832,0.0004075223699662781,7.461819909410021e-05
95,105,210.72836198886844,0.00021682001865626935,3.8367030189959935e-05
33,130,47.33777259539227,4.122375928661128e-06,3.160310712496588e-05
38,172,85.74372866534333,9.055086474307667e-06,3.406272987147271e-05
179,54,743.843935722285,4.0802356917690796e-05,0.00022254699880167584
176,61,158.10193281543786,3.898219271221101e-06,5.636754061845261e-05
189,70,9.974691494688162,8.402496069353798e-09,1.2772268656187651e-05
187,71,102.8615426416539,9.200169373076803e-08,6.887361761026611e-05
4,34,402.0699581531652,3.0681051773314588e-06,0.00016824178911846438
18,68,357.51661270760934,1.882149875479439e-05,0.0001067855840895578
70,155,219.770558068059,0.0004633608327770738,3.8317979315954535e-05
64,159,140.13327583898572,0.0007577380062669652,2.6456085716109915e-05
78,119,85.93353353479432,0.0012087030151307916,1.6537091581801046e-05
75,134,1053.9441125896587,0.021147816011725523,0.00011750438803487559
118,107,375.12911773734834,0.00011703999057426767,7.241535504737078e-05
76,111,303.49696031429073,0.0004919902674785028,6.534553149099312e-05
83,146,816.5124059588677,0.0021830863932634555,0.00011141132214611649
94,151,273.7465966265732,0.0007078272238265019,4.4022293997873904e-05
70,148,549.082808798736,0.0027858330492670728,8.200208537420635e-05
91,158,423.4988873987526,0.00011492472196624601,7.244333980348763e-05
47,170,26.201114804655365,2.3732009303947684e-05,1.247684604670924e-05
48,170,77.53587144921025,1.8942998378345317e-05,2.436485183231869e-05
101,131,499.25718832739193,0.0020197358410012772,7.251561376952387e-05
107,133,296.1460079690196,0.000697554331324928,5.636191160562343e-05
68,192,218.33379271035608,1.9239244839606444e-05,8.38759667148043e-05
64,197,94.62242631295449,4.989540524023199e-06,4.286584014274949e-05
180,193,53.51857254443929,6.142401388957611e-07,5.399655814941314e-05
173,196,52.01291064089298,1.8177387209854388e-07,8.048483634753396e-05
71,146,1051.2659157969047,0.004994264896674219,0.00014717395529889151
92,146,1971.1901590305074,0.047566812126194215,0.00026819290272169665
109,141,198.70103771984674,0.00012428031968368168,3.975363005138727e-05
95,145,472.55634085941466,0.0009077087368514261,6.947920040671985e-05
49,163,318.9408625393499,0.00013900447670183266,7.96763416417818e-05
37,174,172.06157583100295,0.00010981407855454433,5.435019743709388e-05
93,137,665.3345661053752,0.009522778781297753,7.474060634089772e-05
82,138,880.5636117840876,0.02065520273700399,8.930737648286735e-05
128,118,365.1422034883554,5.973346705297253e-05,9.291399782555474e-05
122,120,274.28785930044586,0.0001094066674476001,6.414215941603742e-05
133,70,207.43160077740697,2.9357407561162418e-05,6.770834184903435e-05
39,122,213.1193110636449,0.0010567675380872693,6.51086721097282e-05
64,137,396.98390483089236,0.0017450667796588548,6.601447053960328e-05
73,140,1155.942712543695,0.036240901284826384,0.0001433041358487144
56,179,235.64881057463228,0.003845025136044555,4.7994000209879275e-05
185,192,28.835367880267555,9.915815351695057e-07,3.0462759320734433e-05
186,192,84.39431657633004,1.5787215413650387e-06,7.93868505967579e-05
46,109,66.55172773046915,7.90260948736258e-06,2.855461260426378e-05
45,111,126.51637896476156,3.760550334626138e-05,4.3081565102183204e-05
15,97,93.41697525824088,3.0517215709209536e-06,3.486149393428701e-05
6,98,153.28957505923805,5.395425753205653e-06,5.7127533177877395e-05
57,127,716.2724327408665,0.002231123958932012,0.00014609237923089176
55,136,127.43806280347115,6.233983016906638e-05,3.338374748510423e-05
88,157,564.9932270316914,0.00036348806126835055,8.934172257064376e-05
84,166,767.3423367125536,0.0010590298723081066,0.00014143677353773844
30,99,571.8124228455306,0.00011945544855681216,0.00014620848022206239
44,113,85.12408617788105,2.5231163302241317e-05,3.521641616446029e-05
4,36,214.04114849447632,5.862546419310963e-07,8.649320287195349e-05
4,49,345.95666067864477,4.74543268705781e-05,0.00011065332915577279
124,96,275.9446313876977,0.0002644973280445187,5.791827379471355e-05
133,120,432.388484720999,0.0001241018594946179,0.00014397103947199453
126,99,1499.422869297391,0.000742810985230275,0.0002615279117670765
127,105,133.82251655036214,2.3142729306923368e-05,3.235306852828731e-05
51,156,134.05989530731236,0.0001891047731820862,3.698883527493971e-05
57,156,142.28140505137682,0.00011992371989581696,3.310835402266869e-05
179,50,153.7706236104869,3.297306760500228e-05,5.218236865416368e-05
186,57,158.90029741234292,1.7643963002788995e-06,6.408321136543652e-05
1,39,299.9428534392101,2.8536165448978132e-05,9.545643250067018e-05
21,69,71.66673516230622,2.583208748660771e-05,2.5277484498984723e-05
98,150,397.84754001520355,0.004316008884892655,5.795635321624648e-05
98,151,224.9134871123696,0.0012551030885568314,3.900995853028265e-05
98,161,190.60633950321733,0.0001976311811520208,4.2461319058912807e-05
102,163,218.02938811658865,0.00031103347359140925,6.077658763209397e-05
23,103,467.53276169036775,6.442005437394386e-05,0.00011830256749131236
35,109,218.7806062796284,0.00033677023820483055,6.0924787364597954e-05
100,108,511.24582065510043,0.0006314213251901885,9.012970238992322e-05
108,111,98.2033225885515,1.915185373269275e-05,2.3025823712281222e-05
50,174,442.1996500693004,0.00043952623565210675,9.954572716088327e-05
64,179,464.7698233938534,0.00024153243162501874,0.00011234439295781363
91,87,117.12146314614996,2.5572118971804845e-05,3.313060891833476e-05
78,91,94.07254252064773,1.440598983711574e-05,3.105314225867566e-05
27,97,538.5299369585548,0.0003870474230483204,0.00012979796426270383
25,106,79.89824941935838,6.307290560492739e-06,2.8531063782614547e-05
85,143,133.6904833957324,0.0008043874132379607,1.975719048264552e-05
74,145,499.5475432219346,0.0014937905559783502,7.167593035893866e-05
89,114,285.83422035552746,0.005993240115972995,3.945282561956714e-05
102,194,59.741451318111466,1.5256844507724005e-07,3.541212489552772e-05
107,194,129.99589880646266,8.48668263603356e-07,7.283914689935882e-05
80,110,836.656948210425,0.0013259166690287535,0.00015046017108288196
70,111,1029.1438354614024,0.004578553782548407,0.00016671323693336735
89,173,472.4930430148011,0.00032328142980250606,0.00011694680414035146
83,174,99.46116770298202,2.3611365053020498e-05,2.578742467630219e-05
32,180,96.64772521694114,5.654077077322666e-06,3.723962347129422e-05
32,183,163.46819085783784,2.9686256431115816e-05,5.663298320991135e-05
