x,y,distance
92,145,0.5727194948394825
166,94,0.4862334548530832
69,161,0.9681296603260909
143,110,0.17591442826895926
118,53,0.6019982940662723
120,99,0.0976453632731725
194,48,0.30669973694267544
180,150,0.918170322039862
97,115,0.19726223161979228
196,94,0.7085204344364011
8,43,1.4991133102782874
189,54,0.14395522565646116
1,3,0.6591537941659145
127,115,0.36181426892719115
31,3,0.9274083124919125
17,105,1.2168084838727147
182,172,0.37453803985596645
167,49,0.3411548569315618
29,115,1.7318657555681416
119,8,0.5614573004651153
105,110,0.2486702249067228
61,3,0.8278091986985479
121,54,0.2517191507446328
195,3,1.872829039802549
24,121,1.2851783174200135
98,70,0.32815887982114
189,188,0.7609551470412173
73,13,0.31406166936293145
59,115,0.3605456643785387
100,116,0.20615093469861318
174,65,0.43717759159398284
114,14,0.6992297741887596
77,132,0.39389342954931056
190,9,1.526455116870408
38,177,0.7139943689705905
112,126,0.08054420411964411
126,24,0.6727341202219428
93,76,0.4307920022273808
68,19,0.23871992106391676
128,70,0.13289853933970025
188,121,0.6251393315212507
155,173,1.5572349452421164
31,137,0.7914383364231251
91,188,3.7830629306281818
130,116,0.40647246766571155
33,183,1.9709622940973688
107,132,0.1719059052606668
181,81,0.17263767729520876
82,75,0.2500881209622049
123,76,0.0654035461273438
156,24,1.3497533011940357
183,127,1.424317472065411
197,25,1.0478378267188346
26,143,0.8627186002197929
158,70,0.23393394606629792
61,137,0.294196424935587
135,86,0.017666786740800185
63,183,0.6560520317403108
151,30,0.7070843501113865
40,199,0.526745697279578
153,76,0.08121612356475993
89,91,0.8941519265016946
116,194,1.3111157951932024
165,86,0.3485461183640808
192,189,0.4499373835458309
70,199,1.022857132070602
144,148,0.9156125867449156
160,92,0.24306502378436837
71,20,0.349375777556133
197,159,2.089721477458813
7,35,0.3483746304122744
34,138,1.3445785750383044
172,102,0.8243220589140268
83,30,0.507889458082456
124,31,0.3344820776014784
159,25,0.41558513859777346
2,41,0.7209801811331309
136,41,0.7301605017489595
138,87,0.04281455468429233
41,154,0.6267750820339723
113,30,0.18347456706129817
154,31,0.7048735308758788
131,47,0.35327002536930957
117,149,1.62705716987066
92,92,0.4434550455341325
166,41,0.39901106653143253
69,108,0.7550213912376341
110,109,0.2163839233011738
143,57,0.4286034100515781
108,36,0.2932513668054315
145,103,0.18791572072139867
184,31,0.3974313931341079
48,170,0.46146898196764335
122,119,0.2717499784082032
120,46,0.3548066954461888
87,98,0.24371344561350075
161,47,0.7013001909647976
23,113,2.1190600758210323
64,114,0.6436271069489115
124,165,0.9019071481076215
196,41,0.35348030884665715
99,108,0.2755248369673509
173,57,0.1259881576697424
140,109,0.07403572465954869
159,159,1.4507033074770905
76,124,0.20535361765216117
43,176,0.3419006568681047
115,52,0.2571080582586194
78,170,1.5821321558047838
152,119,0.9750574761969208
193,120,0.5658140966277624
191,47,0.37842265655655827
55,186,0.3980411569082424
94,114,0.1299323062280876
168,63,0.10708862607559404
15,6,0.3700255607383819
106,124,0.8713487050260776
73,176,0.4656069082926253
91,1,0.3914393768764519
182,119,0.5798998314744156
198,63,0.8282456453718512
10,12,0.5191095826111978
101,130,0.24567736474818233
161,181,0.699131472643798
45,6,0.5262998006526048
86,7,0.40458705901919023
177,125,0.4260191663096154
121,1,0.5060478871007927
98,17,0.5834232400941175
189,135,1.5938766611390704
174,12,0.3020442165366696
191,181,0.37080862928554903
77,79,0.6718245667144713
75,6,0.448113303059072
116,7,0.5161108835151794
176,58,0.17834639034520405
93,23,0.11412673301127066
79,125,0.30082192131520125
21,120,2.138356612280972
95,69,0.29659733003024
169,18,0.2776536769808993
128,17,0.6646505918143895
155,120,1.0201931589722277
72,85,0.3024840930843543
58,187,0.36444358367938984
70,12,0.4521284643835486
130,63,0.0524627605902727
171,64,0.22264668019451045
107,79,0.07908817264408807
148,80,0.15679289636166202
181,28,0.5304555588697905
74,131,0.2182178902359924
198,197,0.8609200957054581
49,74,0.34485931203738696
123,23,0.6188999657198687
109,125,0.396771970136482
183,74,0.21819934494461357
86,141,0.25276077394108887
125,69,0.18306450865858503
199,18,1.5224860863541951
158,17,0.7722855996194992
61,84,0.39256638007859945
102,85,0.29258001532718886
28,136,1.5037050041706217
162,136,0.4946074996088624
13,13,0.23323964971222888
137,79,0.04407653304998588
104,131,0.4424901248187409
178,80,0.3431457585734913
114,95,0.026248354859284555
81,147,0.8896809670216028
153,23,1.4615836401495876
42,192,0.8394942762458741
116,141,0.4974991982754606
190,90,0.5250504967112133
176,192,1.1339143438447274
132,85,0.11879104294938575
35,152,0.5915291501096429
169,152,0.3366044340487528
134,131,0.514006279343748
37,198,1.0313452343853358
70,146,1.0629733960694758
185,96,0.40166591302574256
111,147,1.4460921323651295
47,162,0.9849229230628015
96,24,0.18273849198255343
160,39,0.8505016111304464
146,141,0.5229994353208425
187,142,1.1389042270630463
139,101,0.13592897270545728
9,28,1.1325028398994479
194,158,1.6192780330940657
4,34,0.45933732884338646
138,34,0.668026068834027
41,101,0.8701939572228136
117,96,0.22392761331208424
133,40,0.5351455720608308
110,56,0.2492523036242813
71,101,0.4735978891069007
112,102,0.22201406504135068
186,51,0.13021767176567806
145,50,0.34602906806245337
188,97,0.43728388364627424
50,163,0.9000442247962286
124,112,0.3675827236548472
163,40,0.20624589990743988
80,5,0.6455901416573344
66,107,0.4014680006443604
140,56,0.14763070989942878
200,107,1.6119910937043684
103,174,1.8023652856947159
175,50,0.23513718259182564
142,102,0.15838794579488624
78,117,0.4848854948700966
119,118,0.4176209279414993
193,67,0.48658464653441813
45,169,0.3899063706946072
168,10,0.4395193548388293
154,112,0.1498297519869533
195,113,0.5305790440678275
57,179,0.2577361799150137
131,128,0.40190265855884155
170,56,0.07071067811865475
73,123,0.43177224299641603
147,72,0.13569992364116754
89,67,0.21595482673285513
108,117,0.2904179958896925
149,118,0.25617587116077184
52,185,0.31878767048256546
126,134,0.38257673616194854
198,10,1.4365972981025223
184,112,0.3605109553353962
101,77,0.18414033072296027
161,128,0.5182168264969307
12,5,0.35713573772897433
177,72,0.4625268577627096
163,174,1.4561272949821922
80,139,0.3478250102864753
181,191,1.587765460179837
179,118,0.4288114036046389
65,16,0.25645156788043366
156,134,0.7433564459021376
172,78,0.22399414010283092
42,5,0.3712552870140041
176,5,0.39324546015583767
79,72,0.40685548083159023
95,16,0.3413970350125163
155,67,0.15330639601519835
58,134,0.6844823222098135
171,11,0.5980655341406861
14,27,0.6004516983354733
74,78,1.000685802385932
148,27,1.2571080582586194
109,72,0.4426844935384282
150,73,0.14054618925630413
125,16,1.162606884712575
102,32,0.15018793018031273
88,134,0.07271949483948244
162,83,0.19222726809156
129,135,0.3871206983981621
65,150,0.20412414523193154
104,78,0.06377455108093576
178,27,0.49077427968686116
81,94,0.30714306805849917
141,145,0.808460976495144
120,22,0.39040039946081145
180,73,0.19481690533116502
97,38,
83,140,0.37325174688246315
157,89,0.2576711495174974
173,33,0.32369267566672233
159,135,0.5595623411792773
192,83,0.9964183436796843
95,150,1.2086621168358462
134,78,0.002309087062269568
111,94,0.20701784847457716
185,43,0.3822812491535613
171,145,0.8903241672013287
148,161,0.8919716382641454
127,38,0.8614101311486394
113,140,0.2837376008103772
164,105,0.3057833199598528
139,48,0.31555282321480155
106,100,0.3411514688418822
125,150,1.2180136566450213
44,161,0.49179904085810344
118,110,0.35785817540180953
120,156,1.2200448997162068
194,105,0.7017401927021988
105,33,0.12909944487358055
84,95,0.3398967009303545
189,111,0.29545454545454547
1,60,0.8701811916160344
110,3,0.7072906720678044
96,105,0.18420220988605596
127,172,1.7430155122739004
38,100,1.7659367501942762
112,49,0.5166007513060515
188,44,0.27570670068310493
64,8,0.5020551987581231
91,111,0.35966699253138656
167,106,0.6376171920353694
142,49,0.4738141862424749
119,65,0.4631450089114817
193,14,0.6829794251544478
105,167,1.7586217014482486
94,8,1.1137611526531432
135,9,1.2361407557148631
121,111,0.21902014285090532
195,60,0.41399295077045645
98,127,0.2436200144241182
114,71,0.09213371449410615
59,172,0.2875281882707352
174,122,0.3055548021217227
147,19,0.847528992650131
77,189,0.6484154025669944
89,14,0.47195828659891026
75,116,0.38005701119790475
149,65,0.0472455591261534
126,81,0.1090588726063184
112,183,2.5427548837109692
165,9,0.2089397715709675
68,76,0.3985764599987876
54,178,0.1139909944719833
128,127,0.23607608853580225
188,178,0.812560183821976
144,71,0.08827225662757729
177,19,0.30175957393406433
80,86,0.13238193823449992
181,138,0.5867388415041969
179,65,0.1358261619295246
82,132,0.14080815949694153
156,81,0.2979443327367979
197,82,0.4612451247650534
67,9,1.1749556572246451
172,25,0.11368966768017488
158,127,0.6120124995026075
61,194,0.46435768372076625
9,4,0.9997850432890607
135,143,0.9899090921998661
195,194,0.6566304740998299
151,87,0.2021731480155941
137,189,1.3133014930562088
62,15,0.6742558081052741
153,133,0.6633065167002412
74,25,0.2678088956125639
165,143,0.5260392182595212
16,20,1.1965125677526554
150,20,0.6929831269533279
92,15,1.2485404884581768
129,82,0.006549552895237962
160,149,1.2294909936815763
32,149,0.7942043991243066
104,25,0.2277570647493834
145,26,0.6333222097678141
122,42,0.6495190528383291
172,159,0.44039159117375754
180,20,0.6153319650161694
83,87,0.22021388522208507
157,36,1.3150580046512679
60,103,0.744657775592904
99,31,0.2386718844678185
159,82,0.12479996459614394
136,98,0.08462237124002545
175,26,0.18115674286144728
39,165,0.4417324472571078
111,41,0.14836394502095013
152,42,0.3998678822130757
138,144,0.3774770380705935
78,93,0.666028128125356
113,87,0.12864684155328296
187,36,0.339252048848558
90,103,0.44840899261804446
131,104,0.2462118016954002
164,52,0.19339449074078485
106,47,0.2953488177669566
166,98,0.8038724538856887
69,165,0.167209671792506
143,114,0.17616929650500188
108,93,0.18287030432685963
182,42,0.15202199197349114
85,109,0.30089755676526647
120,103,0.16311073034397022
194,52,0.4263891176444099
161,104,0.22945326146644823
97,119,0.10785183050623429
64,171,0.1805238141797324
196,98,1.3184412761789996
173,114,0.6998900622798832
115,109,0.44382307205829497
189,58,0.33408084790771353
175,160,1.5942460283245259
1,7,0.6284116280833784
191,104,0.38144585576580214
3,53,1.4682500547077362
77,2,0.7665322949985593
127,119,0.1841810268257854
168,120,0.3262772406988127
106,181,2.926156525782406
31,7,0.4090140125712324
17,109,1.41763556447354
107,2,0.6108070990311378
167,53,0.17478316131716906
101,187,1.8449122949354169
109,48,0.9886418673070523
61,7,0.3915095554721319
121,58,0.4433068114584439
162,59,0.019920476822239894
195,7,0.8560767207123967
24,125,1.8308018304732734
98,74,0.17065997500122415
137,2,0.7909739204977848
114,18,0.7436339325213441
100,120,0.13368533304717
174,69,0.3757062928769108
77,136,0.34675002614807293
75,63,0.23630184369085352
116,64,0.15355494703023428
190,13,0.5224860863541951
176,115,0.1963448246588494
19,131,1.2124297052360624
93,80,0.849458153603895
128,74,0.12991747273078885
95,126,0.12328075992565607
169,75,0.0648430830991828
31,141,1.639458214683089
130,120,0.3422456635690354
47,85,1.3441505396145486
107,136,0.44583040446432065
181,85,0.20134025299306202
146,64,0.02242242646654375
123,80,0.03699184234110153
197,29,0.5945187526806415
183,131,0.6131639309644202
26,147,1.139458214683089
34,8,0.5462187711971971
125,126,0.22309055031095237
158,74,0.09091885623475758
199,75,1.0238680050784357
63,187,1.1769425231929076
137,136,
178,137,0.3555097450180591
151,34,1.1211700332907901
153,80,0.2830003795291227
132,142,0.5288585585856388
192,193,0.5220607866862238
117,19,0.282332298930182
144,152,1.7592193778104708
96,81,0.13139584228845105
129,29,0.5775085714541739
160,96,0.2781425943207972
71,24,1.2502915422037133
50,86,1.3162534935786654
159,29,0.7236813656094496
2,45,0.5168560359011993
29,148,1.288757091015421
103,97,0.10580457898736778
138,91,0.09746383076543465
41,158,0.4590074368249579
154,35,0.6017192671599945
131,51,0.5731232843745258
92,96,0.3083136863006376
133,97,0.05311064364236303
36,164,0.6614649431845488
110,113,0.1078438100546372
108,40,0.4167781391029851
145,107,0.324423282261215
186,108,0.32071542542198717
184,35,0.6084454575293614
48,174,0.414588354083196
87,102,0.3125079967987684
161,51,0.12948742376647676
64,118,0.5138446270428125
163,97,0.32642020177188863
66,164,0.23688816203874477
140,113,0.2399131480886823
200,164,1.352242239958745
43,180,0.7114045676193841
115,56,0.23918266622651238
175,107,1.1475166180705112
193,124,0.8244484747604206
191,51,0.231199928017137
94,118,0.07766957227981322
168,67,0.2009726617398878
154,169,1.8056224972940278
73,180,0.2704509295577672
108,174,
198,67,0.7864356914402824
10,16,0.4496093139194019
101,134,0.19262070667953646
86,11,0.8425499008385738
177,129,0.5566262023236168
80,196,0.803242110644748
28,6,0.7202336774809079
179,175,1.2250855464763555
65,73,1.0344839564209767
67,119,0.6149233917700874
141,68,0.16880371972623545
191,185,0.352242239958745
116,11,0.8016373876879693
176,62,0.46531851214083375
93,27,0.09995214395616786
46,181,0.2551265208841622
79,129,0.7008185091031103
95,73,0.41453694269100827
169,22,0.12048376110998013
70,16,0.3578759699817427
111,17,0.6541797859332603
171,68,0.26956910407654466
74,135,0.2557077937286366
148,84,0.14983937618790366
49,78,1.208631779320809
123,27,0.8243723397835732
109,129,0.30700734882321135
164,28,0.8848477771044309
125,73,0.06262242910851495
199,22,1.3036379482747615
28,140,1.1590005790184992
102,89,0.12352769013620801
88,191,2.5530801553251585
162,140,0.5884839827518549
13,17,0.979591187533895
44,84,1.3784803702736284
118,33,0.3341956666318605
104,135,0.4156408050531545
178,84,0.45044238603518316
81,151,0.4264899641234857
153,27,0.960462664160975
194,28,0.45136082436542524
180,130,0.6814632373397775
97,95,0.07026948084305931
42,196,0.5833333333333333
157,146,1.4628248903688699
83,197,1.7796412924821379
132,89,0.12022408989621186
35,156,0.6284251404224199
134,135,0.7468671665867922
96,28,0.2003796617042819
127,95,0.12717372259811013
160,43,0.4082482904638631
30,162,0.9116844797235966
164,162,0.57022616841053
139,105,0.08131076701812057
194,162,1.363017219657183
4,38,0.6222142884032585
105,90,0.15428117175239886
55,3,0.4735410814669678
117,100,0.2830592274356542
133,44,0.3681422929899714
110,60,0.39586748338232236
96,162,0.8303460358431854
38,157,0.6632273017983062
112,106,0.323016706520721
126,4,1.0193292869682151
186,55,0.5180246023478625
128,50,0.36234627599261626
188,101,0.30343835868846436
31,117,1.3980413360837514
50,167,0.788862099323379
163,44,0.369257430997351
80,9,0.5587196625024035
66,111,0.5908483567764619
140,60,0.2672612419124244
181,61,0.06347968722555593
167,163,1.1819640959797342
142,106,0.3317938780428856
45,173,0.4600420552420531
119,122,0.3049857811275241
193,71,0.3501396643600212
158,50,0.2793664142728252
94,65,0.7861949538306355
135,66,0.1554808218296674
61,117,1.2134523792579663
195,117,1.4318361220710196
121,168,1.2554605387008952
170,60,0.3026720189151167
73,127,0.8968760655039265
114,128,0.22881607544669968
147,76,0.17845614672664648
174,179,0.8383054162308432
58,4,0.4847136991951476
89,71,0.8316585897012239
149,122,0.19785468680879142
52,189,0.44542496044180935
126,138,0.290536046546198
165,66,0.12011127260116014
68,133,1.2125859474980856
12,9,0.39386088582543305
177,76,0.3294759334766567
144,128,0.6438643047896384
80,143,0.39338907484687347
47,195,0.7516916524271666
88,4,0.5701756814126041
179,122,0.3932221703722757
156,138,0.8535093665597858
7,15,0.6321834997544573
172,82,0.2890595597395795
158,184,1.345756699151352
83,10,0.6138092614438648
19,25,1.1827696842889135
95,20,0.2176232929912696
62,72,1.2833553481634128
171,15,0.37689401752023655
14,31,0.6444772517184023
74,82,0.2480653795489779
148,31,1.2006767095463564
113,10,0.9397617174982702
90,26,0.14997575148013947
150,77,0.15704706009503175
92,72,0.7448493670949066
166,21,0.3891919363477524
125,20,0.6064213652505532
69,88,0.5312262286006035
102,36,0.6210916395133712
129,139,0.624842895305642
104,82,0.09111444034850452
178,31,0.3557828886793243
145,83,0.14524537063584309
81,98,0.2963666737222693
122,99,0.19193280110784533
120,26,0.5106481412638216
180,77,0.17517885845405629
83,144,0.13835123221391665
157,93,0.19611003564274232
196,21,1.1668921909182195
25,139,1.2722334090033955
99,88,0.3265590908268947
173,37,0.23608944520079322
76,104,1.0097515134049502
134,82,0.003948069101447291
175,83,0.3728540086480864
111,98,0.1532917647881023
152,99,0.2304846076377127
55,166,0.5427253215622337
127,42,0.3359041990939386
113,144,0.39970004187940794
187,93,1.0481125224324688
90,160,1.562454276457428
164,109,0.4202321649672851
131,161,1.1097812850369662
106,104,0.0960528468805975
108,150,0.7776000008190999
182,99,0.5117077190370076
44,165,0.36559750541282354
85,166,0.7704945447887817
120,160,1.4135859004362028
194,109,0.6534036836987998
105,37,0.15225449875907013
196,155,2.5374752959522158
22,2,0.48686405631824453
84,99,0.37430906211338566
189,115,0.5675278505984251
168,177,1.529177691479692
176,38,0.5112580584283767
52,2,0.23196789910923746
112,53,1.1916521465045695
188,48,0.16236216964526895
91,115,0.2395562468671838
130,43,0.24928510817996202
107,59,0.48704360299053073
181,8,1.1796434476748576
167,110,0.6629543559263634
198,177,1.2285533997016171
82,2,0.9057306429929978
109,105,0.23740601768403205
183,54,0.097078263363234
142,53,0.31622776601683794
119,69,0.18407145359587443
86,121,0.3659562063181716
22,136,0.9932407934195678
121,115,0.3308188541334353
195,64,0.8701229186847023
98,131,0.2017823947934555
63,110,0.7634480984140962
137,59,0.25592970423272254
114,75,0.26683822573063687
174,126,0.5149506570085713
77,193,0.5979948163351279
89,18,0.2801501073986944
75,120,0.40703518717568843
116,121,0.38833356954756976
149,69,0.1567968396369548
42,172,0.5076468200010202
190,70,0.41106346458767207
93,137,0.21455914374695312
165,13,0.350361127808277
192,116,1.34983990004316
68,80,0.2671689509011211
54,182,0.17140382821969888
128,131,0.49801946526791097
169,132,0.28108076535352433
72,199,1.0492291925283537
144,75,0.11131765248879055
130,177,
107,193,2.728486983823906
160,19,0.7155058910702227
146,121,0.28758489410120086
82,136,0.19079514076709317
49,188,0.6344022126127091
197,86,0.45558152733452695
183,188,0.8289965287851945
123,137,0.47629235149858173
67,13,0.32476261002161777
172,29,0.19417381507020343
158,131,1.086239538812025
9,8,0.43384446173285
135,147,1.248065214734899
151,91,0.13808669942259408
178,194,2.659483763880362
16,24,0.5794646945771665
150,24,0.6615836401495876
92,19,0.29480445528627675
129,86,0.0493322191339607
160,153,0.6989359667326653
32,153,0.7505862254228316
71,81,0.25065302056897487
145,30,0.6162838899888157
122,46,0.1825724590086264
180,24,0.3423659409931532
83,91,0.36000565880865626
124,92,0.057005225035496834
99,35,1.2429152434118929
159,86,0.21709027109760098
200,87,0.8947983699506474
62,153,0.35832103532893894
136,102,0.06908501963140476
175,30,0.1527496171709318
39,169,0.9230773472075221
78,97,0.3838966304648792
152,46,0.18483363544534587
138,148,0.6867404348682175
113,91,0.40905864665799035
154,92,0.19163282485074384
131,108,0.20526244486734302
147,52,0.5867755678762538
69,169,0.27950688502669363
108,97,0.3065292701420004
182,46,0.04233337566673017
85,113,0.19504984489771338
87,159,0.9002510567857034
161,108,0.2086094910489648
64,175,0.12450351293597724
177,52,0.2546963189743489
196,102,1.1954879986372586
80,119,0.44493526719636556
99,169,1.73817609090107
115,113,0.3351401397879002
189,62,0.42717104753122076
1,11,0.38143937629998037
193,181,0.4057863049769961
191,108,0.55631141217963
77,6,0.5926583758843164
94,175,
168,124,0.1677578423810497
19,1,0.7874060942476772
155,47,0.6068272572151064
72,12,0.27566613686926206
58,114,0.5989689082103911
107,6,0.5082969900986261
167,57,0.05590169943749474
49,1,0.31379485000389373
109,52,0.6308578114854888
86,68,0.39522485317052775
177,186,1.0208796020658986
61,11,0.2790111010894907
102,12,0.5016373876879694
88,114,0.34648991258686285
162,63,0.096751260655709
5,79,1.8498953279793173
65,130,0.6740886891703953
137,6,0.7686398166949178
114,22,0.6170562040281664
67,176,0.10990216218986514
100,124,0.28211126474597026
190,17,0.6519425506072372
176,119,0.7574020645586856
93,84,0.06636480250307776
79,186,1.0665140356000127
132,12,1.6487713242204642
95,130,0.5286459877013141
169,79,0.1259881576697424
155,181,0.8897485396695191
72,146,1.7700801772560233
70,73,0.9775093578648435
144,22,0.730566266267604
185,23,0.3756453061087304
171,125,0.5077194529508742
130,124,0.9514422687382098
47,89,0.7014134521319597
74,192,0.890834620701059
148,141,0.3156717858274184
146,68,0.0110189910680315
123,84,0.0890870806374748
197,33,0.7951260349390519
183,135,0.44708461047375914
150,187,2.764341726428664
26,151,1.038389414521832
34,12,0.6501143109822662
139,28,1.4676633843342306
125,130,0.2305480503394491
199,79,0.2571209795331219
102,146,0.6013925660630189
162,197,1.7695732728055285
118,90,0.14435950760234828
151,38,0.6894774312316209
